time_hours,BFO_error_Hz
18.273541332398263,-0.0021958861422781695
18.27496384073208,-0.0021958861422781695
18.27496384073208,-0.9937255314669002
18.276409668874653,-0.9937255314669002
18.276409668874653,-0.0021958861422781695
18.277855497017224,-0.0021958861422781695
18.277855497017224,-0.9937255314669002
18.277855497017224,-0.0021958861422781695
18.277855497017224,-0.9937255314669002
18.279278005351042,-0.0021958861422781695
18.279278005351042,-0.9937255314669002
18.279278005351042,-0.0021958861422781695
18.280723833493614,-0.9937255314669002
18.280723833493614,-1.9845217235383892
18.282169661636186,-0.9937255314669002
18.282169661636186,-1.9845217235383892
18.283592169970003,-1.9845217235383892
18.283592169970003,-0.9937255314669002
18.283592169970003,-1.9845217235383892
18.285037998112575,-0.9937255314669002
18.285037998112575,-1.9845217235383892
18.285037998112575,-0.9937255314669002
18.286460506446392,-0.0021958861422781695
18.286460506446392,-0.9937255314669002
18.340888942403534,-1.9845217235383892
18.343757278879924,-0.9937255314669002
19.452381010228887,-4.0115836624225185
19.456671855039094,-1.9845216502003424
19.456671855039094,-0.9937254581288499
19.460986019658055,-3.020787470351028
19.465276864468265,-1.9845216502003424
19.468145200944655,-4.0115836624225185
19.628562170007704,-1.9845216502003424
19.631430506484094,-1.9845216502003424
19.63285301481791,-1.9845216502003424
19.63285301481791,-0.9937254581288499
19.63285301481791,-1.9845216502003424
19.635721351294304,-7.029442233406019
19.635721351294304,-8.020971878730641
19.637167179436872,-7.029442233406019
19.637167179436872,-5.002380221183843
19.640035515913265,-5.002380221183843
19.642903852389654,-8.020238352139463
19.642903852389654,-7.028708706814841
19.647194697199865,-5.001646694592663
19.647194697199865,-4.010117049268041
19.65148554201007,-5.001646694592663
19.65148554201007,-5.992442886664154
19.65433055867771,-5.992442886664154
19.904995182943708,-5.001646694592663
19.904995182943708,-4.010117049268041
19.904995182943708,-3.0193208571965506
19.907840199611346,-3.0193208571965506
19.910708536087736,-4.010117049268041
19.952264432950283,-0.9922589183124195
19.959423614236883,-4.010117049268041
19.959423614236883,-1.9830550370458617
19.963714459047093,-3.0193208571965506
19.966582795523482,-0.0014627262409305786
19.968005303857304,-0.0014627262409305786
19.970873640333693,-5.992443033340088
20.101208056107772,1.9801300245919684
20.10407639258416,-0.001462432888981624
20.452147858003663,-5.00164654791673
20.456438702813873,-3.0193206371826484
20.456438702813873,-0.9922586249604706
20.460729547624084,-3.0193206371826484
20.46502039243429,-4.010116829254143
20.46502039243429,-5.001646474578765
20.4693112372445,-4.010116829254143
20.543794706395637,-9.010300944281893
20.543794706395637,-8.0195047522104
20.54524053453821,-5.00164662125478
20.548085551205848,-8.0195047522104
20.5624272335878,-5.00164662125478
20.566718078398008,-7.028708633476958
20.566718078398008,-5.992442813326273
20.5695864148744,-4.010116902592191
20.699944148125248,-7.027975033547811
20.699944148125248,-5.991709213397126
20.699944148125248,-7.027975033547811
20.70136665645907,-5.991709213397126
20.70136665645907,-10.000363829776187
20.704234992935458,-9.009567637704695
20.70852583774567,-8.018771445633202
20.711370854413307,-5.991709433411025
20.784431812898646,-5.991709433411025
20.785877641041214,-5.991709433411025
20.95774462920513,-4.009383522676945
20.96205879382409,-4.009383522676945
20.966326318825548,-5.991709433411025
20.97064048344451,-4.009383522676945
20.97064048344451,-3.0185873306054525
20.97495464806347,-5.000913241339532
21.16253918266169,-4.009383596014912
21.16685334728065,-3.0185874039434175
21.16972168375704,-3.0185874039434175
21.182617537296828,-1.9823215837927322
21.186908382107035,-7.027242166998413
21.211254262443227,-5.000180154776235
21.211254262443227,-5.990976346847727
21.211254262443227,-5.000180154776235
21.265682698400365,-5.000180154776235
21.269996863019326,-5.000180154776235
21.368802892697904,3.960251515167101e-06
21.38169874623769,-4.008650656127545
21.38314457438026,-4.008650656127545
21.38314457438026,-3.017854464056054
21.38601291085665,-3.017854464056054
21.38888124733304,-5.990976566861626
21.453313878912436,3.7402375312467484e-06
21.457628043531397,0.9907999323090237
21.461918636487678,-0.988576764434189
21.461918636487678,-1.9793729565056815
21.464786972964067,-0.988576764434189
21.464786972964067,-1.9793729565056815
21.469077817774277,-1.9793729565056815
21.625203942027113,0.0029529542283981414
21.629494786837324,0.0029529542283981414
21.739797482230212,0.0029529542283981414
21.74264249889785,-0.9885766910962239
21.88302774524773,-1.9793728831677129
21.88302774524773,-3.015638703318402
21.8844735733903,-4.0064348953898925
21.90737362558392,-4.997964540714515
21.90737362558392,-4.0064348953898925
21.910241962060308,-1.9793728831677129
21.9131102985367,-0.9885766910962239
21.91597863501309,-0.9885766910962239
21.91597863501309,-4.006434822051842
21.91597863501309,-0.9885766910962239
21.91882365168073,-4.997231307475284
21.921691988157118,-4.005701662150662
21.921691988157118,-4.997231307475284
21.924560324633507,-1.9793731765196618
21.92600615277608,-4.0064351887418415
21.92600615277608,0.002219427637218274
21.92600615277608,-0.9893102176874038
21.927405341301146,-4.007168348643022
21.927405341301146,-0.9893102176874038
21.927405341301146,-4.9979648340664635
21.93027367777754,-1.9801067031108417
21.931719505920107,-4.007168715333021
21.933142014253928,-3.016372523261527
21.934587842396496,-4.998698433995608
21.936010350730317,-4.007168788670986
21.936010350730317,-4.998698433995608
21.936010350730317,-0.9900438176165487
21.936010350730317,-1.9808400096880412
21.93745617887289,-1.9808400096880412
21.93745617887289,-0.9900438176165487
21.938878687206707,-1.9808400096880412
21.94177034349185,-8.017290018204442
21.94461536015949,-7.0257603728798195
21.947483696635878,-4.998698360657642
21.950352033112267,-5.989494552729134
21.953197049779906,-3.016372449923562
21.957487894590116,-5.989494552729134
21.957487894590116,-4.998698360657642
21.960356231066505,-4.998698360657642
21.960356231066505,-5.989494552729134
21.964670395685467,-4.0071686419950545
21.968984560304428,-7.025026772950675
21.968984560304428,-8.016556418275297
21.973252085305887,-5.989494406053119
21.973252085305887,-7.025760226203804
21.976120421782277,-5.989494406053119
21.990438784355476,-4.007168495319037
21.993307120831865,-8.016556491613262
22.01051713899061,-5.989494479391086
22.01336215565825,-4.998698287319593
22.02483550179701,-7.025760299541771
22.02912634660722,-5.989494479391086
22.04199888057145,-8.016556491613262
22.043444708714024,-9.007352683684754
22.044867217047845,-4.998698067305694
22.047735553524234,-4.007168421981072
22.047735553524234,-7.025026552936692
22.050627209809374,-9.007352463670772
22.060631407763612,-8.01655627159928
22.06349974424,-4.007168275305055
22.066368080716394,-4.007168275305055
22.069213097384033,-9.007352390332805
22.0706589255266,-5.989494259377185
22.07352726200299,-7.025760079527872
22.07352726200299,-8.017289724852493
22.07494977033681,-4.007901728558268
22.076395598479383,-4.007901728558268
22.079263934955772,-4.007901728558268
22.08210895162341,-4.007901728558268
22.0849772880998,-10.989678814432818
22.086423116242372,-10.989678814432818
22.08929145271876,-8.016556711627246
22.09355897772022,-7.0250270663026235
22.09642731419661,-10.988945654531635
22.099295650673,-12.025211474682322
22.10358649548321,-9.0073533437267
22.10358649548321,-8.01655715165521
22.1064548319596,-8.01655715165521
22.115059840689177,-5.989495139433032
22.117928177165567,-10.989679254460782
22.135138195324313,-9.0073533437267
22.13798321199195,-9.998149535798193
22.13798321199195,-13.016741413358975
22.13940572032577,-9.998149535798193
22.13940572032577,-9.0073533437267
22.13940572032577,-9.998149535798193
22.13940572032577,-9.0073533437267
22.14227405680216,-9.998149535798193
22.14514239327855,-9.0073533437267
22.14943323808876,-9.998149535798193
22.15085574642258,-10.989679181122815
22.22104837076351,-7.025760592893802
22.223916707239898,-9.008086503627883
22.282659305484017,-13.017474499922107
22.285527641960407,-10.99041248769993
22.294109331580827,-14.99906710407899
22.294109331580827,-16.035332924229674
22.294109331580827,7.027265268465555
22.296954348248466,-14.999800483994154
22.299822684724855,-12.026678381188582
22.302691021201245,-10.990412561037896
22.308427694154027,-14.999067177416956
22.354274435826785,-14.999067177416956
22.357119452494423,-12.025945074611384
22.365701142114844,-18.016925381710543
22.365701142114844,-19.999251292444622
22.365701142114844,-19.00772164712
22.365701142114844,-17.02539573638592
22.368569478591233,-17.02539573638592
22.371437815067623,-14.0075376054303
22.385779497449573,-14.998333797501793
22.388647833925962,-13.016741340020843
22.45308046550536,-14.007537532092336
22.45739463012432,-12.025211621358254
22.45739463012432,-14.007537532092336
22.46168547493453,-14.007537532092336
22.46168547493453,-13.016741340020843
22.46597631974474,-16.034599470976463
22.4702904843637,-12.025944854597402
22.4702904843637,-14.008270765331481
22.47600383750773,-13.017474573259989
22.55048730665887,-7.026494266160832
22.55335564313526,-9.008820176894911
22.630707446430804,-5.990962045939291
22.632129954764626,-5.990962045939291
22.633575782907197,-5.990962045939291
22.633575782907197,-7.0272278660899765
22.634998291241015,-8.018757511414599
22.634998291241015,-7.0272278660899765
22.636420799574836,-7.0272278660899765
22.636420799574836,-5.0001658538678
22.636420799574836,-5.990962045939291
22.636420799574836,-7.0272278660899765
22.637866627717404,-8.018757511414599
22.637866627717404,-7.0272278660899765
22.637866627717404,-5.990962045939291
22.639289136051225,-5.990962045939291
22.639289136051225,-7.0272278660899765
22.640711644385043,-4.0093697351343565
22.640711644385043,-8.01875773142858
22.640711644385043,-9.009553923500073
22.640711644385043,-8.01875773142858
22.642157472527614,-7.02722808610396
22.642157472527614,-4.00936995514834
22.642157472527614,-5.0008996004729624
22.642157472527614,-8.01875773142858
22.645025809004004,-9.009553923500073
22.647894145480393,-5.991695792544453
22.650762481956782,-5.0008996004729624
23.42705561879326,-8.01875773142858
23.42992395526965,-8.01875773142858
23.43134646360347,-8.01875773142858
23.432792291746043,-9.009553923500073
